timestamp,bid,ask,volume
2026-05-01 10:01:35.247452918,157.00544,157.02544,92
2026-05-01 10:01:35.624664901,157.00622,157.02622,23
2026-05-01 10:01:38.206890018,157.0059,157.0259,27
2026-05-01 10:01:38.513386276,157.00788,157.02788,88
2026-05-01 10:01:38.967988881,157.00633,157.02633,14
2026-05-01 10:01:39.807378572,157.00493,157.02493,54
2026-05-01 10:01:40.432934581,157.00484,157.02484,99
2026-05-01 10:01:40.904526187,157.0071,157.0271,27
2026-05-01 10:01:42.215768196,157.00689,157.02689,21
2026-05-01 10:01:43.069999202,157.00671,157.02671,49
2026-05-01 10:01:43.546411719,157.00527,157.02527,62
2026-05-01 10:01:43.633118134,157.00622,157.02622,77
2026-05-01 10:01:44.721592808,157.00717,157.02717,72
2026-05-01 10:01:45.792398315,157.00796,157.02796,44
2026-05-01 10:01:46.964082054,157.00733,157.02733,44
2026-05-01 10:01:47.639791950,157.00662,157.02662,98
2026-05-01 10:01:47.720627445,157.00533,157.02533,61
2026-05-01 10:01:47.989202715,157.00541,157.02541,42
2026-05-01 10:01:48.796926344,157.00433,157.02433,23
2026-05-01 10:01:49.906845451,157.00315,157.02315,73
2026-05-01 10:01:50.843220177,157.00273,157.02273,1
2026-05-01 10:01:51.287639007,157.00224,157.02224,36
2026-05-01 10:01:52.631726213,157.0017,157.0217,55
2026-05-01 10:01:54.034110803,157.00217,157.02217,16
2026-05-01 10:01:55.402726476,157.00225,157.02225,89
2026-05-01 10:01:56.097453879,157.00196,157.02196,18
2026-05-01 10:01:56.642860844,157.00214,157.02214,98
2026-05-01 10:01:56.952791108,157.00115,157.02115,38
2026-05-01 10:01:59.432368280,157.00126,157.02126,67
2026-05-01 10:01:59.465860554,157.00141,157.02141,20
2026-05-01 10:02:00.035164317,156.99991,157.01991,19
2026-05-01 10:02:01.772159435,157.0009,157.0209,13
2026-05-01 10:02:02.023187204,157.00002,157.02002,17
2026-05-01 10:02:02.177731071,157.00011,157.02011,78
2026-05-01 10:02:05.987140709,157.00127,157.02127,30
2026-05-01 10:02:06.377016239,157.0022,157.0222,86
2026-05-01 10:02:08.692330080,157.00223,157.02223,43
2026-05-01 10:02:09.296619001,157.00187,157.02187,48
2026-05-01 10:02:09.647200323,157.00282,157.02282,43
2026-05-01 10:02:09.808864504,157.00349,157.02349,93
2026-05-01 10:02:09.830470741,157.00288,157.02288,66
2026-05-01 10:02:10.183863880,157.00208,157.02208,53
2026-05-01 10:02:10.393323510,157.00001,157.02001,72
2026-05-01 10:02:10.493095529,157.00016,157.02016,78
2026-05-01 10:02:11.197144691,157.00008,157.02008,34
2026-05-01 10:02:11.274595269,157.00122,157.02122,77
2026-05-01 10:02:12.161215529,157.00158,157.02158,74
2026-05-01 10:02:12.180364794,157.00291,157.02291,72
2026-05-01 10:02:12.412871141,157.00221,157.02221,71
2026-05-01 10:02:13.376952570,157.00335,157.02335,13
2026-05-01 10:02:15.942325748,157.00282,157.02282,90
2026-05-01 10:02:17.112546774,157.0036,157.0236,56
2026-05-01 10:02:17.635879894,157.00214,157.02214,59
2026-05-01 10:02:17.728558348,157.00238,157.02238,32
2026-05-01 10:02:17.843049577,157.00039,157.02039,83
2026-05-01 10:02:17.919495969,157.00012,157.02012,79
2026-05-01 10:02:18.044957399,157.00056,157.02056,54
2026-05-01 10:02:18.184393126,157.00004,157.02004,2
2026-05-01 10:02:19.158942606,156.99899,157.01899,37
2026-05-01 10:02:19.688968451,156.99984,157.01984,83
2026-05-01 10:02:21.195833814,156.99974,157.01974,97
2026-05-01 10:02:21.490675777,156.99925,157.01925,33
2026-05-01 10:02:21.719150746,156.99929,157.01929,1
2026-05-01 10:02:21.915871831,157.00192,157.02192,28
2026-05-01 10:02:23.805114561,157.00308,157.02308,17
2026-05-01 10:02:24.084410127,157.00424,157.02424,57
2026-05-01 10:02:24.512623999,157.00468,157.02468,70
2026-05-01 10:02:24.876397342,157.00484,157.02484,52
2026-05-01 10:02:24.992512434,157.00245,157.02245,44
2026-05-01 10:02:26.455789551,157.00177,157.02177,84
2026-05-01 10:02:26.891596955,157.00129,157.02129,47
2026-05-01 10:02:28.208358929,156.99941,157.01941,13
2026-05-01 10:02:30.548488813,156.99825,157.01825,76
2026-05-01 10:02:30.725648352,156.99627,157.01627,30
2026-05-01 10:02:30.803719422,156.99624,157.01624,85
2026-05-01 10:02:31.265930301,156.99705,157.01705,66
2026-05-01 10:02:31.465697715,156.99816,157.01816,53
2026-05-01 10:02:32.278728115,156.99858,157.01858,18
2026-05-01 10:02:33.139758122,156.99761,157.01761,28
2026-05-01 10:02:35.714345724,156.99568,157.01568,4
2026-05-01 10:02:37.128456783,156.99392,157.01392,42
2026-05-01 10:02:37.296326300,156.99265,157.01265,6
2026-05-01 10:02:37.775967180,156.99177,157.01177,9
2026-05-01 10:02:38.269066629,156.99161,157.01161,20
2026-05-01 10:02:38.302958683,156.99059,157.01059,94
2026-05-01 10:02:38.876270512,156.99093,157.01093,38
2026-05-01 10:02:39.289571008,156.9907,157.0107,68
2026-05-01 10:02:39.368047412,156.99071,157.01071,50
2026-05-01 10:02:39.860253512,156.99185,157.01185,60
2026-05-01 10:02:41.466401966,156.99067,157.01067,13
2026-05-01 10:02:41.779019904,156.99109,157.01109,99
2026-05-01 10:02:42.031157486,156.99107,157.01107,94
2026-05-01 10:02:42.464484278,156.99074,157.01074,42
2026-05-01 10:02:42.493799057,156.99163,157.01163,68
2026-05-01 10:02:42.501815328,156.9925,157.0125,25
2026-05-01 10:02:45.939036527,156.99156,157.01156,31
2026-05-01 10:02:46.396812968,156.99138,157.01138,12
2026-05-01 10:02:47.557937297,156.99166,157.01166,64
2026-05-01 10:02:48.135093562,156.99138,157.01138,79
2026-05-01 10:02:48.717278645,156.99197,157.01197,61
2026-05-01 10:02:48.904956392,156.99225,157.01225,53
2026-05-01 10:02:49.883745447,156.99408,157.01408,26
2026-05-01 10:02:50.197819533,156.99255,157.01255,61
2026-05-01 10:02:50.695826240,156.99243,157.01243,10
2026-05-01 10:02:50.757794201,156.99152,157.01152,12
2026-05-01 10:02:51.966177497,156.99213,157.01213,22
2026-05-01 10:02:52.413109947,156.99051,157.01051,53
2026-05-01 10:02:52.623221111,156.99085,157.01085,21
2026-05-01 10:02:52.836322883,156.99022,157.01022,35
2026-05-01 10:02:54.180700017,156.98949,157.00949,71
2026-05-01 10:02:55.074958306,156.98804,157.00804,82
2026-05-01 10:02:55.615150392,156.98758,157.00758,27
2026-05-01 10:02:55.685627207,156.98866,157.00866,60
2026-05-01 10:02:55.873557172,156.98864,157.00864,99
2026-05-01 10:02:57.025798503,156.98927,157.00927,47
2026-05-01 10:02:57.439713381,156.99093,157.01093,66
2026-05-01 10:02:57.820543340,156.99119,157.01119,96
2026-05-01 10:02:58.683922405,156.99064,157.01064,15
2026-05-01 10:02:59.795967242,156.9911,157.0111,24
2026-05-01 10:03:01.392580506,156.99056,157.01056,84
2026-05-01 10:03:01.433482711,156.99005,157.01005,10
2026-05-01 10:03:02.509950700,156.98853,157.00853,88
2026-05-01 10:03:02.525352591,156.98946,157.00946,24
2026-05-01 10:03:02.781760754,156.98907,157.00907,88
2026-05-01 10:03:03.017712557,156.98926,157.00926,57
2026-05-01 10:03:03.223871321,156.98822,157.00822,34
2026-05-01 10:03:04.622873806,156.98866,157.00866,41
2026-05-01 10:03:04.965443059,156.98789,157.00789,40
2026-05-01 10:03:05.345350179,156.98775,157.00775,11
2026-05-01 10:03:05.541111103,156.98863,157.00863,90
2026-05-01 10:03:05.845730036,156.98942,157.00942,1
2026-05-01 10:03:06.040599984,156.9894,157.0094,30
2026-05-01 10:03:08.616301430,156.98763,157.00763,43
2026-05-01 10:03:09.842216380,156.99062,157.01062,82
2026-05-01 10:03:10.417698703,156.99237,157.01237,26
2026-05-01 10:03:10.881435899,156.99309,157.01309,53
2026-05-01 10:03:11.031867891,156.99234,157.01234,47
2026-05-01 10:03:11.580235759,156.99223,157.01223,9
2026-05-01 10:03:15.091146025,156.99168,157.01168,9
2026-05-01 10:03:15.167896820,156.99295,157.01295,1
2026-05-01 10:03:15.605432824,156.99321,157.01321,71
2026-05-01 10:03:18.264383060,156.99242,157.01242,44
2026-05-01 10:03:20.455569090,156.99195,157.01195,59
2026-05-01 10:03:20.536133911,156.99307,157.01307,56
2026-05-01 10:03:22.474845201,156.99468,157.01468,51
2026-05-01 10:03:22.977651219,156.9962,157.0162,16
2026-05-01 10:03:24.029642760,156.99696,157.01696,38
2026-05-01 10:03:26.297478559,156.99671,157.01671,11
2026-05-01 10:03:27.235269456,156.99347,157.01347,25
2026-05-01 10:03:28.776559218,156.99376,157.01376,93
2026-05-01 10:03:30.022298245,156.99376,157.01376,83
2026-05-01 10:03:30.028813733,156.9939,157.0139,82
2026-05-01 10:03:30.580437848,156.99396,157.01396,59
2026-05-01 10:03:30.955990344,156.99263,157.01263,29
2026-05-01 10:03:32.702174002,156.99319,157.01319,80
2026-05-01 10:03:35.809847083,156.99382,157.01382,40
2026-05-01 10:03:36.145625164,156.9945,157.0145,8
2026-05-01 10:03:36.187238371,156.99545,157.01545,98
2026-05-01 10:03:36.747879921,156.99605,157.01605,6
2026-05-01 10:03:38.547399837,156.99564,157.01564,45
2026-05-01 10:03:38.786829817,156.99557,157.01557,53
2026-05-01 10:03:39.049485509,156.99566,157.01566,94
2026-05-01 10:03:39.338541424,156.99577,157.01577,98
2026-05-01 10:03:39.575144539,156.99677,157.01677,21
2026-05-01 10:03:39.601799561,156.99741,157.01741,57
2026-05-01 10:03:40.698015881,156.99949,157.01949,76
2026-05-01 10:03:41.937254635,157.0017,157.0217,6
2026-05-01 10:03:42.881694619,157.00178,157.02178,63
2026-05-01 10:03:42.988344642,156.99794,157.01794,6
2026-05-01 10:03:43.609507453,156.99918,157.01918,53
2026-05-01 10:03:43.690537760,156.99863,157.01863,4
2026-05-01 10:03:44.165396768,156.99783,157.01783,9
2026-05-01 10:03:44.273468112,156.99743,157.01743,69
2026-05-01 10:03:44.459345605,156.99699,157.01699,74
2026-05-01 10:03:44.518572441,156.9976,157.0176,72
2026-05-01 10:03:44.737634438,156.99604,157.01604,87
2026-05-01 10:03:46.290136944,156.99496,157.01496,4
2026-05-01 10:03:47.420242744,156.99531,157.01531,58
2026-05-01 10:03:48.555110685,156.99593,157.01593,37
2026-05-01 10:03:49.570525501,156.99657,157.01657,71
2026-05-01 10:03:50.360113039,156.99578,157.01578,6
2026-05-01 10:03:53.592811539,156.99481,157.01481,51
2026-05-01 10:03:53.789556180,156.9943,157.0143,79
2026-05-01 10:03:53.903496169,156.99454,157.01454,99
2026-05-01 10:03:54.188492337,156.99602,157.01602,50
2026-05-01 10:03:55.145237648,156.99398,157.01398,96
2026-05-01 10:03:56.159094793,156.99376,157.01376,14
2026-05-01 10:03:56.343591498,156.99242,157.01242,99
2026-05-01 10:03:57.433994514,156.99077,157.01077,11
2026-05-01 10:03:58.963352849,156.99174,157.01174,10
2026-05-01 10:03:59.062383297,156.99228,157.01228,61
2026-05-01 10:04:00.609561876,156.99273,157.01273,81
2026-05-01 10:04:00.649721535,156.99365,157.01365,13
2026-05-01 10:04:00.671038271,156.99317,157.01317,34
2026-05-01 10:04:00.753496039,156.99274,157.01274,60
2026-05-01 10:04:01.433530097,156.99493,157.01493,51
2026-05-01 10:04:02.017921319,156.99468,157.01468,5
2026-05-01 10:04:02.470107896,156.99542,157.01542,74
2026-05-01 10:04:03.281886827,156.99542,157.01542,32
2026-05-01 10:04:04.411045817,156.99357,157.01357,12
2026-05-01 10:04:06.064241095,156.99153,157.01153,52
2026-05-01 10:04:06.944889383,156.99095,157.01095,13
2026-05-01 10:04:07.513380132,156.99201,157.01201,85
2026-05-01 10:04:07.597352029,156.99279,157.01279,54
2026-05-01 10:04:07.905421727,156.99371,157.01371,97
2026-05-01 10:04:09.625920430,156.99272,157.01272,54
2026-05-01 10:04:09.643470427,156.99434,157.01434,41
2026-05-01 10:04:10.554239052,156.99337,157.01337,48
2026-05-01 10:04:11.363179124,156.99359,157.01359,51
2026-05-01 10:04:13.146601952,156.99357,157.01357,47
2026-05-01 10:04:14.241755569,156.9934,157.0134,50
2026-05-01 10:04:16.249661806,156.99474,157.01474,96
2026-05-01 10:04:16.407481964,156.99403,157.01403,76
2026-05-01 10:04:18.784371336,156.99268,157.01268,46
2026-05-01 10:04:19.335491698,156.9927,157.0127,99
2026-05-01 10:04:19.469117994,156.9923,157.0123,38
2026-05-01 10:04:20.354739778,156.99568,157.01568,92
2026-05-01 10:04:21.653387876,156.99636,157.01636,13
2026-05-01 10:04:22.519565944,156.99595,157.01595,76
2026-05-01 10:04:23.157608506,156.99489,157.01489,22
2026-05-01 10:04:24.034273921,156.99301,157.01301,2
2026-05-01 10:04:24.119060812,156.99199,157.01199,93
2026-05-01 10:04:24.333193078,156.9921,157.0121,77
2026-05-01 10:04:24.393810005,156.99353,157.01353,99
2026-05-01 10:04:25.586020952,156.99465,157.01465,13
2026-05-01 10:04:26.454969951,156.99488,157.01488,57
2026-05-01 10:04:28.906958994,156.99456,157.01456,34
2026-05-01 10:04:30.206334228,156.99483,157.01483,19
2026-05-01 10:04:30.476852716,156.99431,157.01431,9
2026-05-01 10:04:30.511850872,156.99603,157.01603,95
2026-05-01 10:04:31.421211043,156.99584,157.01584,33
2026-05-01 10:04:32.048447488,156.99575,157.01575,27
2026-05-01 10:04:32.304983174,156.99353,157.01353,45
2026-05-01 10:04:35.060043053,156.99334,157.01334,2
2026-05-01 10:04:36.203194473,156.99418,157.01418,79
2026-05-01 10:04:36.219801761,156.99311,157.01311,83
2026-05-01 10:04:36.486316749,156.99236,157.01236,57
2026-05-01 10:04:36.669712528,156.99315,157.01315,95
2026-05-01 10:04:37.859245954,156.99167,157.01167,57
2026-05-01 10:04:39.356074047,156.99273,157.01273,16
2026-05-01 10:04:39.453224244,156.9922,157.0122,79
2026-05-01 10:04:39.890618520,156.99181,157.01181,6
2026-05-01 10:04:40.295735944,156.99069,157.01069,14
2026-05-01 10:04:40.353720151,156.99106,157.01106,27
2026-05-01 10:04:40.496493708,156.99352,157.01352,38
2026-05-01 10:04:40.651108760,156.99431,157.01431,19
2026-05-01 10:04:40.771290539,156.99344,157.01344,37
2026-05-01 10:04:40.846229492,156.99458,157.01458,4
2026-05-01 10:04:42.621982111,156.99426,157.01426,58
2026-05-01 10:04:42.708371870,156.99564,157.01564,90
2026-05-01 10:04:42.739782539,156.99644,157.01644,9
2026-05-01 10:04:42.902005084,156.9935,157.0135,40
2026-05-01 10:04:43.047406855,156.99249,157.01249,15
2026-05-01 10:04:43.273492813,156.99344,157.01344,4
2026-05-01 10:04:43.405534702,156.99359,157.01359,90
2026-05-01 10:04:43.621202588,156.99257,157.01257,52
2026-05-01 10:04:43.806612866,156.99193,157.01193,18
2026-05-01 10:04:43.873041853,156.99003,157.01003,53
2026-05-01 10:04:44.108636814,156.98994,157.00994,59
2026-05-01 10:04:44.814047250,156.99215,157.01215,99
2026-05-01 10:04:45.255542508,156.99295,157.01295,54
2026-05-01 10:04:45.920694520,156.99514,157.01514,41
2026-05-01 10:04:46.539316816,156.99603,157.01603,60
2026-05-01 10:04:46.642364009,156.99705,157.01705,93
2026-05-01 10:04:47.442234459,156.99903,157.01903,88
2026-05-01 10:04:47.625407659,156.99941,157.01941,4
2026-05-01 10:04:48.425657165,156.99922,157.01922,85
2026-05-01 10:04:48.497421707,157.00025,157.02025,39
2026-05-01 10:04:48.786178169,157.00171,157.02171,7
2026-05-01 10:04:48.999785414,157.00123,157.02123,23
2026-05-01 10:04:49.857621666,157.0005,157.0205,85
2026-05-01 10:04:50.055735201,157.00064,157.02064,63
2026-05-01 10:04:50.341725990,157.00147,157.02147,65
2026-05-01 10:04:50.377159570,157.00227,157.02227,41
2026-05-01 10:04:50.403735396,157.00085,157.02085,89
2026-05-01 10:04:50.525953389,157.00276,157.02276,95
2026-05-01 10:04:51.666045177,157.00212,157.02212,44
2026-05-01 10:04:52.217127369,157.00185,157.02185,45
2026-05-01 10:04:53.247376696,157.00095,157.02095,69
2026-05-01 10:04:53.581019194,157.00365,157.02365,95
2026-05-01 10:04:53.652096735,157.00389,157.02389,51
2026-05-01 10:04:54.254037118,157.00304,157.02304,65
2026-05-01 10:04:55.043200199,157.0039,157.0239,54
2026-05-01 10:04:55.793027679,157.00467,157.02467,56
2026-05-01 10:04:58.780743671,157.00449,157.02449,94
2026-05-01 10:04:59.324585162,157.00533,157.02533,82
2026-05-01 10:04:59.368510895,157.0045,157.0245,72
2026-05-01 10:04:59.490885046,157.00401,157.02401,90
2026-05-01 10:05:00.044884337,157.002,157.022,40
2026-05-01 10:05:01.538835639,157.00067,157.02067,58
2026-05-01 10:05:01.789560357,157.00248,157.02248,15
2026-05-01 10:05:02.048808707,157.00412,157.02412,19
2026-05-01 10:05:02.577661234,157.00419,157.02419,10
2026-05-01 10:05:03.070965381,157.00585,157.02585,88
2026-05-01 10:05:03.843373785,157.00569,157.02569,16
2026-05-01 10:05:04.808346131,157.00545,157.02545,43
2026-05-01 10:05:05.440547089,157.0055,157.0255,31
2026-05-01 10:05:10.320784427,157.00538,157.02538,16
2026-05-01 10:05:10.751366044,157.00516,157.02516,80
2026-05-01 10:05:10.850897738,157.00631,157.02631,28
2026-05-01 10:05:12.459685765,157.00646,157.02646,62
2026-05-01 10:05:12.570236554,157.00717,157.02717,20
2026-05-01 10:05:14.358686733,157.0082,157.0282,35
2026-05-01 10:05:14.921320624,157.00859,157.02859,59
2026-05-01 10:05:15.697337975,157.00762,157.02762,9
2026-05-01 10:05:15.943836254,157.00627,157.02627,10
2026-05-01 10:05:16.079587029,157.00642,157.02642,45
2026-05-01 10:05:16.113218140,157.00624,157.02624,82
2026-05-01 10:05:17.274203306,157.00633,157.02633,15
2026-05-01 10:05:17.848047029,157.00632,157.02632,30
2026-05-01 10:05:20.904293130,157.0089,157.0289,48
2026-05-01 10:05:21.034267685,157.00757,157.02757,96
2026-05-01 10:05:22.210324268,157.00558,157.02558,40
2026-05-01 10:05:22.332398557,157.00591,157.02591,91
2026-05-01 10:05:22.996014919,157.00554,157.02554,91
2026-05-01 10:05:23.143318603,157.00585,157.02585,83
2026-05-01 10:05:23.361352768,157.00644,157.02644,74
2026-05-01 10:05:23.977112895,157.00772,157.02772,44
2026-05-01 10:05:25.089823768,157.00621,157.02621,46
2026-05-01 10:05:25.574424764,157.00566,157.02566,6
2026-05-01 10:05:25.636480155,157.00608,157.02608,24
2026-05-01 10:05:26.188870358,157.00685,157.02685,73
2026-05-01 10:05:27.213938458,157.00905,157.02905,91
2026-05-01 10:05:28.213137230,157.01,157.03,7
2026-05-01 10:05:28.670967617,157.00995,157.02995,6
2026-05-01 10:05:29.342643450,157.00906,157.02906,33
2026-05-01 10:05:31.219022556,157.00849,157.02849,85
2026-05-01 10:05:31.698021663,157.0079,157.0279,38
2026-05-01 10:05:34.442971583,157.00855,157.02855,44
2026-05-01 10:05:36.130703274,157.00881,157.02881,17
2026-05-01 10:05:37.333741398,157.00749,157.02749,31
2026-05-01 10:05:38.143841335,157.00705,157.02705,37
2026-05-01 10:05:38.154960780,157.00793,157.02793,11
2026-05-01 10:05:38.840624714,157.00828,157.02828,92
2026-05-01 10:05:39.816252221,157.00885,157.02885,5
2026-05-01 10:05:41.392580208,157.00923,157.02923,64
2026-05-01 10:05:42.127851891,157.01086,157.03086,76
2026-05-01 10:05:42.598986332,157.0111,157.0311,3
2026-05-01 10:05:44.025825706,157.01071,157.03071,56
2026-05-01 10:05:45.295673546,157.00979,157.02979,63
2026-05-01 10:05:46.628419044,157.01004,157.03004,38
2026-05-01 10:05:46.939289231,157.0076,157.0276,54
2026-05-01 10:05:47.126679796,157.00742,157.02742,2
2026-05-01 10:05:48.211519551,157.00721,157.02721,90
2026-05-01 10:05:48.942473825,157.00585,157.02585,2
2026-05-01 10:05:50.602908479,157.00492,157.02492,12
2026-05-01 10:05:51.117495454,157.00573,157.02573,40
2026-05-01 10:05:52.833443793,157.00596,157.02596,2
2026-05-01 10:05:53.868410485,157.00606,157.02606,80
